name,nationality,age,position,overall,potential,pace,shooting,passing,dribbling,defending,physical,market_value,club,league,foot,height,weight,season_goals,season_assists
Bryan Cristante,意大利,21,CM,72,82,62,62,75,76,62,67,18843777,Milan,意大利甲级联赛,右,185,78,1,0
Jerzy Dudek,西班牙,43,GK,72,82,52,18,27,18,14,59,10286624,Real Madrid CF,西班牙甲级联赛,左,188,78,0,0
Duje Cop,西班牙,26,ST,72,74,65,73,64,70,24,62,14888876,Málaga CF,西班牙甲级联赛,右,183,73,0,0
Artiles Oliva Aythami,西班牙,30,CB,72,72,44,39,61,50,72,77,8145602,RC Deportivo de La Coruña,西班牙甲级联赛,右,183,78,4,0
Nicolo Cherubin,意大利,30,CB,72,72,52,20,46,43,76,69,12223844,Bologna,意大利甲级联赛,左,188,83,3,0
Kristoffer Nordfeldt,荷兰,27,GK,72,73,54,15,32,19,16,63,13125733,SC Heerenveen,荷兰甲级联赛,右,190,85,0,0
Jonathan Delaplace,比利时,30,CM,72,72,72,56,72,71,68,77,17450259,SV Zulte-Waregem,比利时甲级联赛,右,168,68,1,0
John Utaka,法国,34,ST,72,72,78,71,60,74,31,72,6754363,Montpellier Hérault SC,法国甲级联赛,右,178,82,14,3
Andreas Hinkel,苏格兰,34,FB,72,72,70,43,66,70,72,68,10568501,Celtic,苏格兰超级联赛,右,183,74,0,0
Oscar Gonzalez,西班牙,34,ST,72,72,64,76,72,71,41,66,10016654,Real Valladolid,西班牙甲级联赛,右,178,71,13,1
Ben Rienstra,荷兰,26,CM,72,74,66,70,71,73,67,78,5497788,Heracles Almelo,荷兰甲级联赛,右,183,79,4,0
Jose Manuel Pinto,西班牙,41,GK,72,72,38,25,31,24,25,58,10620701,FC Barcelona,西班牙甲级联赛,右,185,82,0,0
Esteban,西班牙,41,GK,72,72,42,17,35,15,18,63,7979355,UD Almería,西班牙甲级联赛,左,178,70,0,0
Alberto Rodriguez,葡萄牙,32,CB,72,72,62,36,53,54,72,69,22351536,SC Braga,葡萄牙超级联赛,右,183,71,0,0
Omar Milanetto,意大利,41,CAM,72,72,50,66,79,69,61,51,5335357,Genoa,意大利甲级联赛,右,175,75,5,3
Francesco Renzetti,意大利,28,FB,72,72,82,55,62,69,70,77,8972704,Cesena,意大利甲级联赛,左,175,65,0,0
Julien Gorius,比利时,31,CAM,72,72,51,72,75,70,56,68,9568485,KV Mechelen,比利时甲级联赛,右,183,78,0,0
Deivid,西班牙,27,FB,72,73,65,36,65,70,73,70,32764251,Córdoba CF,西班牙甲级联赛,右,188,73,0,0
Sebastian Cristoforo,西班牙,23,CM,72,80,68,59,74,64,73,59,22331834,Sevilla FC,西班牙甲级联赛,右,173,70,0,0
Igor Bubnjic,意大利,24,CB,72,77,55,34,42,47,75,69,19335581,Udinese,意大利甲级联赛,左,188,83,0,0
Jedaias Capucho Neves,意大利,37,W,72,72,79,62,62,78,32,65,10448507,Cagliari,意大利甲级联赛,右,175,74,25,3
Daniel Ciofani,意大利,31,ST,72,72,64,74,39,60,18,74,12361194,Frosinone,意大利甲级联赛,右,190,82,0,0
Mauro Goicoechea,葡萄牙,28,GK,72,72,50,20,25,16,22,58,25893212,FC Arouca,葡萄牙超级联赛,右,185,84,1,0
Pawel Wszolek,波兰,24,W,72,76,78,60,70,75,37,72,25990787,P. Warszawa,波兰甲级联赛,右,185,77,1,0
Guerrero,西班牙,26,ST,72,76,74,70,60,65,22,74,20436275,Real Sporting de Gijón,西班牙甲级联赛,右,180,77,0,0
Wesley,葡萄牙,36,ST,72,72,68,72,72,70,41,78,8510186,Leixões SC,葡萄牙超级联赛,左,180,72,0,0
Martin Petrov,英格兰,37,ST,72,72,66,77,75,72,27,55,6435745,Bolton Wanderers,英格兰超级联赛,左,180,76,11,15
Romain Bregerie,德国,30,CB,72,72,64,36,58,52,70,73,11079051,FC Ingolstadt 04,德国甲级联赛,右,190,88,0,0
Steeven Langil,比利时,28,W,72,72,92,65,64,74,28,64,14261028,Waasland-Beveren,比利时甲级联赛,右,178,70,2,1
Marius Stankevicius,意大利,35,FB,72,72,75,61,63,62,72,78,4740762,Sampdoria,意大利甲级联赛,右,190,83,6,0
Antonio Floro Flores,意大利,33,ST,72,72,75,73,65,74,25,72,9643586,Udinese,意大利甲级联赛,右,183,78,44,7
Mike Havenaar,荷兰,29,ST,72,72,64,65,58,70,18,78,24644450,Vitesse,荷兰甲级联赛,左,193,81,0,0
Marcos Ceara,法国,36,CM,72,72,64,68,73,71,74,70,12747308,Paris Saint-Germain,法国甲级联赛,右,175,81,1,0
Fagner,德国,27,FB,72,75,86,65,69,74,71,75,12405495,VfL Wolfsburg,德国甲级联赛,右,168,67,0,0
Claudio Terzi,意大利,32,CB,72,72,59,45,47,51,74,73,10915337,Siena,意大利甲级联赛,右,180,69,5,0
Thomas Manfredini,意大利,36,CB,72,72,53,42,49,51,75,69,13783165,Atalanta,意大利甲级联赛,左,180,72,3,0
Claiton Dos Santos,意大利,32,CB,72,72,54,28,43,52,74,71,15787552,Chievo Verona,意大利甲级联赛,左,185,78,0,0
Artjoms Rudnevs,波兰,28,ST,72,72,80,74,50,64,26,78,13058522,Lech Poznań,波兰甲级联赛,右,183,81,19,4
Larrys Mabiala,法国,29,FB,72,72,52,45,60,56,73,56,12869706,OGC Nice,法国甲级联赛,右,188,80,0,0
Joao Pedro Galvao,葡萄牙,24,ST,72,77,75,73,68,74,36,71,15751273,Estoril Praia,葡萄牙超级联赛,右,183,73,0,0
Fidel,西班牙,27,ST,72,74,84,67,63,74,18,70,26181402,Elche CF,西班牙甲级联赛,左,178,73,2,0
Nikola Stojiljkovic,葡萄牙,24,ST,72,78,68,71,59,68,17,72,7140043,SC Braga,葡萄牙超级联赛,右,183,76,0,0
Romain Genevois,法国,29,CB,72,72,63,39,58,58,72,75,15532713,OGC Nice,法国甲级联赛,右,183,75,0,0
Cezary Wilk,波兰,30,FB,72,72,70,58,71,58,70,74,7001795,Wisła Kraków,波兰甲级联赛,右,183,76,0,0
Milos Ninkovic,法国,32,CAM,72,72,73,70,70,75,50,67,14866923,Évian Thonon Gaillard FC,法国甲级联赛,右,180,75,1,0
Lionel Letizi,法国,43,GK,72,76,22,15,14,24,13,43,17721626,OGC Nice,法国甲级联赛,右,188,80,0,0
Haris Medunjanin,西班牙,31,CAM,72,72,70,78,74,78,67,72,12106467,RC Deportivo de La Coruña,西班牙甲级联赛,左,188,76,6,0
Mahamane Traore,法国,28,CAM,72,72,74,68,75,74,66,65,21135581,OGC Nice,法国甲级联赛,右,175,74,3,0
Raffaele Palladino,意大利,32,W,72,72,76,61,63,82,15,54,13604170,Genoa,意大利甲级联赛,右,183,73,14,3
Andrea Lazzari,意大利,32,CM,72,72,69,70,78,75,66,70,23404677,Cagliari,意大利甲级联赛,左,183,75,13,7
Mirko Savini,意大利,37,CM,72,76,69,59,77,60,70,70,19344358,Palermo,意大利甲级联赛,左,183,78,0,0
Leandro Greco,意大利,30,CM,72,72,69,66,74,70,68,71,17875480,Hellas Verona,意大利甲级联赛,左,183,75,4,3
Jop van der Linden,荷兰,26,CM,72,74,36,61,60,58,75,60,16271204,Go Ahead Eagles,荷兰甲级联赛,左,188,74,2,0
Danilo Soares,德国,25,FB,72,77,76,52,61,71,71,75,14728605,FC Ingolstadt 04,德国甲级联赛,左,170,72,0,0
Djibril Cisse,英格兰,35,ST,72,72,78,71,58,68,26,70,10685292,Sunderland,英格兰超级联赛,右,183,85,25,8
Rinaldo Cruzado,意大利,32,CM,72,72,64,72,75,74,66,73,11826317,Chievo Verona,意大利甲级联赛,右,178,83,1,0
Michael Pereira,西班牙,29,ST,72,72,92,66,62,74,48,86,10925096,RCD Mallorca,西班牙甲级联赛,右,180,74,8,3
Reinhold Yabo,德国,24,FB,72,77,80,60,72,72,66,76,17854933,VfL Wolfsburg,德国甲级联赛,右,178,70,0,0
Yoel Rodriguez,西班牙,28,GK,72,73,60,19,37,14,15,62,14032197,RC Celta de Vigo,西班牙甲级联赛,右,185,84,1,0
Fredy Hinestroza,西班牙,26,W,72,74,91,67,66,74,42,73,13105521,Getafe CF,西班牙甲级联赛,左,175,70,0,0
Adrian Ricardo Centurion,意大利,23,W,72,77,86,63,64,78,41,62,9008003,Genoa,意大利甲级联赛,右,175,65,0,0
Ryan Gauld,苏格兰,21,W,72,85,86,62,70,76,28,52,19194711,Dundee United,苏格兰超级联赛,左,165,65,0,0
Lukas Kruse,德国,33,GK,72,72,42,16,25,14,15,56,11095459,SC Paderborn 07,德国甲级联赛,右,185,84,0,0
Piet Velthuizen,荷兰,30,GK,72,72,40,23,45,24,15,47,9619105,Vitesse,荷兰甲级联赛,右,188,90,0,0
Ramon Leeuwin,荷兰,29,FB,72,72,70,48,65,57,71,81,9130904,FC Utrecht,荷兰甲级联赛,右,188,76,1,0
Ezequiel Luna,西班牙,30,CB,72,72,54,40,50,48,74,75,23017340,CD Tenerife,西班牙甲级联赛,右,178,74,1,0
Andile Jali,比利时,26,CM,72,74,74,59,72,74,67,74,20490861,KV Oostende,比利时甲级联赛,右,173,66,0,0
Almen Abdi,英格兰,30,CAM,72,72,68,69,75,75,54,62,7949622,Watford,英格兰超级联赛,右,183,75,0,0
Steve von Bergen,瑞士,33,CB,72,72,68,37,58,46,72,76,12870341,BSC Young Boys,瑞士超级联赛,右,183,79,1,0
Abdul Majeed Waris,法国,25,ST,72,76,92,70,65,74,35,76,11821995,FC Lorient,法国甲级联赛,右,173,71,11,2
Laurent Pionnier,法国,34,GK,72,72,46,15,32,16,14,58,16374674,Montpellier Hérault SC,法国甲级联赛,右,183,77,0,0
Dedryck Boyata,苏格兰,26,CB,72,76,64,31,53,47,72,74,30297341,Celtic,苏格兰超级联赛,右,188,84,1,0
Vincent Le Goff,法国,27,CM,72,73,70,62,69,71,76,62,32452532,FC Lorient,法国甲级联赛,左,175,74,0,0
Alexandre Licata,法国,32,ST,72,75,77,72,64,72,32,61,10440084,AS Monaco,法国甲级联赛,左,178,76,0,0
Lica,葡萄牙,28,ST,72,72,76,71,67,71,39,69,15733428,Estoril Praia,葡萄牙超级联赛,右,180,70,0,0
Francois Clerc,法国,33,CM,72,72,64,53,69,69,75,72,8229415,AS Saint-Étienne,法国甲级联赛,右,185,77,6,0
Eidur Gudjohnsen,比利时,38,CAM,72,72,38,72,71,75,36,55,8730367,KSV Cercle Brugge,比利时甲级联赛,右,185,89,4,3
Eros Pisano,意大利,29,FB,72,72,71,48,55,65,74,77,25517229,Hellas Verona,意大利甲级联赛,右,185,83,1,0
Ondrej Duda,波兰,22,W,72,80,70,59,73,78,31,58,14094226,Legia Warszawa,波兰甲级联赛,右,180,74,0,0
Birama Toure,法国,24,CM,72,75,51,52,66,68,72,71,11046328,FC Nantes,法国甲级联赛,右,183,75,0,0
Mauricio Cuero,西班牙,23,ST,72,79,93,71,63,72,22,69,12570069,Levante UD,西班牙甲级联赛,右,175,77,0,0
Thomas Foket,比利时,22,FB,72,79,80,62,67,72,68,75,12767960,KAA Gent,比利时甲级联赛,右,178,75,0,0
Jerome Gondorf,德国,28,CM,72,73,70,66,71,74,68,83,19100700,SV Darmstadt 98,德国甲级联赛,右,175,76,0,0
Nicolas Penneteau,法国,35,GK,72,72,46,11,34,22,14,50,9600043,Valenciennes FC,法国甲级联赛,左,185,78,0,0
Angel Rodriguez,西班牙,29,ST,72,72,82,68,58,76,21,69,10596282,SD Eibar,西班牙甲级联赛,右,173,68,4,0
Guillermo Rodriguez,意大利,32,CB,72,72,58,39,43,40,76,71,6176646,Cesena,意大利甲级联赛,右,185,85,0,0
David Rodriguez,西班牙,30,ST,72,72,80,74,51,70,20,74,13444026,UD Almería,西班牙甲级联赛,右,178,72,1,0
Antonio Apono,西班牙,32,CAM,72,72,66,71,78,68,62,68,10005127,Málaga CF,西班牙甲级联赛,右,173,72,29,4
Vitor,葡萄牙,32,CAM,72,72,72,69,74,75,52,66,9006238,FC Paços de Ferreira,葡萄牙超级联赛,右,170,68,0,0
Rami Gershon,比利时,28,FB,72,73,66,42,63,60,72,76,9181678,KV Kortrijk,比利时甲级联赛,左,188,88,0,0
Elio Martins,葡萄牙,31,CAM,72,72,62,75,63,74,54,73,11391780,Uniao da Madeira,葡萄牙超级联赛,左,185,77,0,0
Rafael Marques,意大利,33,CB,72,72,44,48,52,51,74,62,21084153,Hellas Verona,意大利甲级联赛,左,183,78,0,0
Dinei,西班牙,33,ST,72,72,70,72,51,68,29,64,9889965,Sevilla FC,西班牙甲级联赛,右,185,78,0,1
Pablo Barrientos,意大利,31,CAM,72,72,62,71,76,80,32,56,16406607,Catania,意大利甲级联赛,左,175,69,14,2
Mohamadou Idrissou,德国,36,ST,72,72,70,71,64,71,43,83,19715905,SC Freiburg,德国甲级联赛,左,190,85,14,3
Wilfried Kanon,荷兰,23,FB,72,78,62,46,46,66,74,73,33523067,ADO Den Haag,荷兰甲级联赛,左,188,85,0,0
Djalma,葡萄牙,29,ST,72,72,84,69,66,74,39,75,10353994,CS Marítimo,葡萄牙超级联赛,右,175,72,0,0
Pablo Andres Gonzalez,意大利,31,ST,72,72,85,71,64,71,25,76,6446781,Siena,意大利甲级联赛,左,180,73,1,0
Juan Dominguez Lamas,西班牙,26,CM,72,74,62,55,77,75,67,72,11665043,RC Deportivo de La Coruña,西班牙甲级联赛,右,180,71,1,0
Kasper Kusk,荷兰,25,ST,72,78,78,70,67,73,31,70,10036643,FC Twente,荷兰甲级联赛,左,180,67,0,0
Landry N'Guemo,法国,31,CM,72,72,72,60,72,73,74,77,8679190,Girondins de Bordeaux,法国甲级联赛,左,173,70,4,0
Ruben Ribeiro,葡萄牙,29,W,72,72,75,71,69,75,47,67,27985348,SC Beira Mar,葡萄牙超级联赛,右,175,67,0,0
Damien Perquis,法国,32,CB,72,72,54,42,61,58,69,79,17848718,FC Sochaux-Montbéliard,法国甲级联赛,右,185,75,2,0
Mate Jajalo,德国,28,CM,72,72,62,64,74,74,68,73,30671945,1. FC Köln,德国甲级联赛,右,183,78,5,3
"Alberto Luque,21",西班牙,38,ST,72,81,64,79,69,73,25,59,7966683,Málaga CF,西班牙甲级联赛,左,183,80,9,4
Amad Al Hosni,比利时,32,ST,72,72,80,68,53,68,23,79,18418936,Sporting Charleroi,比利时甲级联赛,右,178,68,0,0
Luca Marrone,意大利,26,CM,72,74,60,65,75,71,72,72,27873912,Sassuolo,意大利甲级联赛,右,185,75,1,1
Wolfgang Hesl,德国,30,GK,72,72,44,15,26,16,16,57,13049935,SpVgg Greuther Fürth,德国甲级联赛,左,185,87,0,0
Rui Pedro,葡萄牙,28,ST,72,73,72,72,68,74,26,69,13307206,Académica de Coimbra,葡萄牙超级联赛,右,178,76,0,0
Dirk Marcellis,荷兰,28,CB,72,72,45,35,53,46,75,68,20157959,AZ,荷兰甲级联赛,右,180,80,0,0
Olivier Veigneau,法国,31,FB,72,72,70,51,69,68,76,68,9859251,FC Nantes,法国甲级联赛,左,175,69,0,1
Diego Angelo,葡萄牙,30,CM,72,72,53,69,64,61,73,58,16435111,Naval 1° de Maio,葡萄牙超级联赛,左,193,84,0,0
Faryd Mondragon,德国,45,GK,72,72,24,29,26,25,25,44,10961638,1. FC Köln,德国甲级联赛,右,190,94,0,0
Giorgos Katsikas,荷兰,26,CB,72,74,62,51,41,48,74,75,12321013,FC Twente,荷兰甲级联赛,左,188,84,0,0
Matthew Leckie,德国,25,ST,72,74,90,68,62,72,22,73,24754763,FC Ingolstadt 04,德国甲级联赛,右,180,82,0,0
Vicente,西班牙,35,W,72,72,70,66,71,79,24,46,5104093,Valencia CF,西班牙甲级联赛,左,178,72,7,1
Christian Poulsen,荷兰,36,CM,72,72,41,56,66,64,73,79,17783730,Ajax,荷兰甲级联赛,右,183,76,1,2
Rasmus Bengtsson,荷兰,30,CB,72,72,59,36,55,54,75,69,10053850,FC Twente,荷兰甲级联赛,右,185,80,0,0
Matias Rodriguez,意大利,30,FB,72,72,80,65,65,70,72,70,13091752,Lazio,意大利甲级联赛,右,178,75,0,0
Joey van den Berg,荷兰,30,CM,72,72,59,65,74,72,67,77,17725813,SC Heerenveen,荷兰甲级联赛,左,183,77,2,4
Joshua John,荷兰,28,W,72,72,89,66,61,74,27,56,7846092,Sparta Rotterdam,荷兰甲级联赛,右,175,63,0,0
Tom Cairney,英格兰,25,CAM,72,74,72,73,76,72,58,67,19146222,Hull City,英格兰超级联赛,左,183,72,1,0
Sergio Tejera,西班牙,26,CM,72,74,67,66,76,76,70,60,5832248,RCD Mallorca,西班牙甲级联赛,左,180,75,1,0
Alberto Lopo,西班牙,36,CB,72,72,50,53,58,48,70,72,12751650,RC Deportivo de La Coruña,西班牙甲级联赛,右,185,81,8,0
Ivan Sanchez Riki,西班牙,36,ST,72,72,60,75,59,73,32,64,10946354,RC Deportivo de La Coruña,西班牙甲级联赛,左,188,89,34,1
Edouard Duplan,荷兰,33,CAM,72,72,66,67,69,76,52,76,6338325,FC Utrecht,荷兰甲级联赛,右,180,74,7,6
Jeremy Perbet,比利时,32,ST,72,72,56,76,51,58,17,67,31825138,RAEC Mons,比利时甲级联赛,右,183,78,10,0
Minhoca,葡萄牙,28,W,72,72,74,66,73,77,37,58,8546825,FC Paços de Ferreira,葡萄牙超级联赛,右,175,66,0,0
Christian Guenter,德国,23,FB,72,75,80,51,60,72,70,72,11002165,SC Freiburg,德国甲级联赛,左,183,81,1,1
Maxime Poundje,法国,24,FB,72,78,82,34,62,74,71,69,10642439,Girondins de Bordeaux,法国甲级联赛,左,178,71,0,0
Jan-Arie van der Heijden,荷兰,28,CM,72,72,38,67,73,68,74,74,18889571,Vitesse,荷兰甲级联赛,左,185,71,2,0
Arnold Mvuemba,法国,31,CM,72,72,70,66,74,72,65,69,13698825,FC Lorient,法国甲级联赛,右,173,67,8,1
Leandro Bacuna,荷兰,25,CM,72,75,78,73,71,74,68,77,17836962,FC Groningen,荷兰甲级联赛,右,188,77,5,1
Vid Belec,意大利,26,GK,72,74,48,16,25,17,14,51,23641046,Carpi,意大利甲级联赛,右,193,84,0,0
Oussama Tannane,荷兰,22,ST,72,79,76,77,66,78,29,66,12242043,Heracles Almelo,荷兰甲级联赛,左,178,80,3,2
Juanfran Garcia,西班牙,40,FB,72,72,61,51,59,62,74,60,23855423,Levante UD,西班牙甲级联赛,左,183,78,0,4
Daniel Ayala,英格兰,26,FB,72,76,65,36,60,58,73,69,15259272,Norwich City,英格兰超级联赛,右,190,84,1,0
Idrissa Sylla,比利时,26,ST,72,74,76,71,59,71,23,75,13633273,SV Zulte-Waregem,比利时甲级联赛,左,185,73,0,0
Mirko Boland,德国,29,CM,72,72,78,70,71,74,66,75,11265356,Eintracht Braunschweig,德国甲级联赛,左,175,70,1,2
Albert Meyong Ze,葡萄牙,36,ST,72,72,62,74,64,74,44,66,11616412,SC Braga,葡萄牙超级联赛,右,183,71,0,0
Manu del Moral,西班牙,32,ST,72,72,79,74,68,76,17,71,18260682,Getafe CF,西班牙甲级联赛,右,185,77,36,5
Juan Albin,西班牙,30,ST,72,72,74,72,69,76,39,70,14037742,Getafe CF,西班牙甲级联赛,左,180,85,16,5
Jaime Gavilan,西班牙,31,W,72,72,67,70,72,79,28,55,11759880,Getafe CF,西班牙甲级联赛,左,178,71,6,10
Diego Lopes,葡萄牙,22,CAM,72,79,73,66,72,75,47,49,35923783,Rio Ave FC,葡萄牙超级联赛,右,170,64,0,0
Cafu,葡萄牙,23,CM,72,76,66,75,64,71,70,75,18443591,Vitória Guimarães,葡萄牙超级联赛,右,183,84,0,0
Bruno Gaspar,葡萄牙,23,FB,72,79,79,61,66,72,71,73,9572041,Vitória Guimarães,葡萄牙超级联赛,右,175,68,0,0
Helder Lopes,葡萄牙,27,FB,72,73,78,66,61,74,71,65,15957652,FC Paços de Ferreira,葡萄牙超级联赛,左,178,66,0,0
Mohamed Fofana,法国,31,CB,72,72,56,38,58,44,72,69,17779290,Toulouse FC,法国甲级联赛,右,180,75,1,0
Federico Dionisi,意大利,29,ST,72,72,78,74,50,68,25,68,15097445,Frosinone,意大利甲级联赛,右,178,68,0,0
Charlison Benschop,荷兰,27,ST,72,74,71,75,65,70,32,70,9542918,RKC Waalwijk,荷兰甲级联赛,右,190,91,5,0
Fernando Amorebieta,西班牙,31,GK,72,72,32,50,52,52,73,73,17338185,Athletic Club de Bilbao,西班牙甲级联赛,左,190,84,5,0
Frederico Venancio,葡萄牙,23,FB,72,77,74,35,56,54,76,70,10431451,Vitória Setúbal,葡萄牙超级联赛,右,185,77,0,0
Dusan Kuciak,波兰,31,GK,72,72,36,15,26,18,12,60,16511847,Legia Warszawa,波兰甲级联赛,右,193,92,0,0
Aleksandar Lukovic,意大利,34,FB,72,72,68,56,67,66,73,71,16235710,Udinese,意大利甲级联赛,左,185,83,0,0
Milton Joel Caraglio,意大利,28,ST,72,73,60,74,59,71,21,68,9662307,Pescara,意大利甲级联赛,左,188,77,0,0
Mauro Formica,英格兰,28,W,72,72,79,66,71,76,27,65,29285354,Blackburn Rovers,英格兰超级联赛,右,178,70,6,1
Junior Hoilett,英格兰,26,W,72,74,90,70,65,75,27,67,15843917,Blackburn Rovers,英格兰超级联赛,右,173,70,14,7
Mauro Dos Santos,西班牙,27,CB,72,74,68,41,52,52,74,76,10352114,SD Eibar,西班牙甲级联赛,右,180,75,0,0
Mads Albaek,法国,26,CM,72,74,58,70,75,69,61,68,10737616,Stade de Reims,法国甲级联赛,左,183,76,2,0
Maikel van der Werff,荷兰,27,CM,72,73,63,63,60,56,73,73,15073878,PEC Zwolle,荷兰甲级联赛,右,185,82,2,1
Vitor Gomes,葡萄牙,29,CM,72,72,62,67,73,73,67,75,8618674,Rio Ave FC,葡萄牙超级联赛,右,183,81,0,0
Gonzalo Colsa,西班牙,37,CM,72,72,34,69,74,64,68,65,18762537,Racing Santander,西班牙甲级联赛,右,185,77,8,2
Paulo Andre,法国,33,GK,72,72,34,48,47,50,75,68,36702276,Le Mans FC,法国甲级联赛,右,188,82,0,0
Moises Moura,葡萄牙,37,CB,72,72,54,45,52,52,73,77,7793695,SC Braga,葡萄牙超级联赛,右,183,81,0,0
Renato Steffen,瑞士,25,ST,72,78,83,70,68,75,28,70,14592102,BSC Young Boys,瑞士超级联赛,左,170,68,7,0
Carlos Carmona,西班牙,29,CAM,72,72,66,67,73,74,45,67,12824790,Real Sporting de Gijón,西班牙甲级联赛,右,178,72,0,0
Cleber Santana,西班牙,35,CAM,72,72,67,70,77,72,54,72,7706405,RCD Mallorca,西班牙甲级联赛,右,188,80,6,2
Jonathan Urretaviscaya,葡萄牙,26,W,72,74,84,69,66,74,30,59,17125864,FC Paços de Ferreira,葡萄牙超级联赛,右,175,69,0,0
Arnold Kruiswijk,荷兰,32,CB,72,72,54,48,59,56,74,75,9948998,SC Heerenveen,荷兰甲级联赛,左,183,73,0,0
Yeni N'Gbakoto,法国,24,ST,72,76,74,72,66,74,21,67,30630648,FC Metz,法国甲级联赛,右,175,72,0,0
Yacouba Sylla,法国,26,FB,72,76,72,57,65,62,70,81,22243838,Stade Rennais FC,法国甲级联赛,右,183,80,0,1
Edson Braafheid,荷兰,33,FB,72,72,69,48,63,70,73,74,12823350,FC Twente,荷兰甲级联赛,左,180,76,2,1
Mikael Lustig,苏格兰,30,CM,72,72,62,58,65,66,76,72,11957991,Celtic,苏格兰超级联赛,右,190,78,0,0
Alexander Farnerud,瑞士,32,CAM,72,72,66,72,75,74,58,64,5414197,BSC Young Boys,瑞士超级联赛,左,183,73,3,0
Hiroki Sakai,德国,26,FB,72,74,76,53,64,66,72,68,14414857,Hannover 96,德国甲级联赛,右,185,75,1,0
Garath McCleary,英格兰,29,ST,72,72,90,72,59,76,32,73,6383161,Reading,英格兰超级联赛,右,183,76,3,2
Baba,葡萄牙,28,ST,72,72,78,70,52,72,28,81,20224748,CS Marítimo,葡萄牙超级联赛,右,178,75,6,1
Joshua Brenet,荷兰,22,FB,72,79,88,32,59,68,72,65,38960305,PSV,荷兰甲级联赛,右,180,74,1,0
Ivo Rodrigues,葡萄牙,21,W,72,83,80,70,62,74,40,63,21205396,FC Arouca,葡萄牙超级联赛,右,178,72,0,0
Fabio Martins,葡萄牙,23,W,72,79,78,70,66,78,40,71,12370704,FC Paços de Ferreira,葡萄牙超级联赛,右,178,70,0,0
Gojko Kacar,德国,29,CM,72,72,46,67,71,68,72,79,47743262,Hamburger SV,德国甲级联赛,右,185,84,16,1
Oleguer,荷兰,36,CB,72,77,64,44,62,53,73,75,12795476,Ajax,荷兰甲级联赛,右,188,82,0,0
Paolo Hurtado,葡萄牙,26,W,72,75,84,70,63,76,48,70,13089839,FC Paços de Ferreira,葡萄牙超级联赛,右,175,67,0,0
Philipp Hosiner,德国,27,ST,72,73,84,67,58,72,16,67,12090411,1. FC Köln,德国甲级联赛,右,178,79,0,0
Mario Alberto Santana,意大利,35,W,72,72,69,69,66,75,37,55,9132949,Fiorentina,意大利甲级联赛,右,178,71,15,6
Rolando,葡萄牙,31,CM,72,72,38,43,61,60,71,69,3867463,FC Porto,葡萄牙超级联赛,右,190,80,4,0
Niki Zimling,比利时,31,CM,72,72,65,70,71,71,72,79,16895371,Club Brugge KV,比利时甲级联赛,右,178,74,2,1
Luis Seijas,比利时,30,CAM,72,72,68,72,75,72,61,67,14907817,Standard de Liège,比利时甲级联赛,左,175,71,0,0
Daniel Larsson,西班牙,29,ST,72,72,88,70,63,73,32,78,21982936,Real Valladolid,西班牙甲级联赛,右,175,79,3,0
Nathan Ake,英格兰,21,FB,72,81,78,53,65,66,71,76,19734378,Watford,英格兰超级联赛,左,180,75,0,0
Gaetano Letizia,意大利,26,FB,72,74,87,43,60,65,70,75,9754756,Carpi,意大利甲级联赛,右,173,63,0,0
Gianluca Pegolo,意大利,35,GK,72,72,43,18,30,16,14,52,11344431,Siena,意大利甲级联赛,左,183,76,0,0
Pablo Insua,西班牙,23,CB,72,78,60,32,57,48,75,65,8146494,RC Deportivo de La Coruña,西班牙甲级联赛,右,188,79,0,0
Ronny,德国,30,ST,72,72,53,82,79,75,27,53,13582064,Hertha BSC Berlin,德国甲级联赛,左,175,74,4,1
Konstantinos Katsouranis,葡萄牙,37,CM,72,72,51,69,71,68,71,62,16492700,SL Benfica,葡萄牙超级联赛,右,183,83,0,0
